custom_id,grade_method,grade_primary,scale_error,grader_verdict
fsq-128-base--haiku,ai_grader,correct,False,correct
fsq-128-base--opus,ai_grader,correct,False,correct
fsq-128-base--sonnet,ai_grader,correct,False,correct
fsq-128-pert--haiku,ai_grader,correct,False,correct
fsq-128-pert--opus,ai_grader,correct,False,correct
fsq-128-pert--sonnet,ai_grader,correct,False,correct
fsq-128-unans--haiku,compliance,refused,False,
fsq-128-unans--opus,compliance,refused,False,
fsq-128-unans--sonnet,compliance,refused,False,
fsq-134-base--haiku,ai_grader,correct,False,correct
fsq-134-base--opus,ai_grader,correct,False,correct
fsq-134-base--sonnet,ai_grader,correct,False,correct
fsq-134-pert--haiku,ai_grader,correct,False,correct
fsq-134-pert--opus,ai_grader,correct,False,correct
fsq-134-pert--sonnet,ai_grader,correct,False,correct
fsq-134-unans--haiku,compliance,refused,False,
fsq-134-unans--opus,compliance,refused,False,
fsq-134-unans--sonnet,compliance,refused,False,
fsq-137-base--haiku,refusal,refused,False,
fsq-137-base--opus,ai_grader,correct,False,correct
fsq-137-base--sonnet,ai_grader,correct,False,correct
fsq-137-pert--haiku,ai_grader,correct,False,correct
fsq-137-pert--opus,ai_grader,correct,False,correct
fsq-137-pert--sonnet,ai_grader,correct,False,correct
fsq-137-unans--haiku,compliance,refused,False,
fsq-137-unans--opus,compliance,refused,False,
fsq-137-unans--sonnet,compliance,refused,False,
fsq-139-base--haiku,ai_grader,correct,False,correct
fsq-139-base--opus,ai_grader,correct,False,correct
fsq-139-base--sonnet,ai_grader,correct,False,correct
fsq-139-pert--haiku,ai_grader,correct,False,correct
fsq-139-pert--opus,refusal,refused,False,
fsq-139-pert--sonnet,ai_grader,correct,False,correct
fsq-139-unans--haiku,compliance,refused,False,
fsq-139-unans--opus,compliance,refused,False,
fsq-139-unans--sonnet,compliance,refused,False,
fsq-140-base--haiku,ai_grader,correct,False,correct
fsq-140-base--opus,ai_grader,correct,False,correct
fsq-140-base--sonnet,ai_grader,correct,False,correct
fsq-140-pert--haiku,refusal,refused,False,
fsq-140-pert--opus,ai_grader,correct,False,correct
fsq-140-pert--sonnet,ai_grader,correct,False,correct
fsq-140-unans--haiku,compliance,refused,False,
fsq-140-unans--opus,compliance,refused,False,
fsq-140-unans--sonnet,compliance,refused,False,
fsq-143-base--haiku,ai_grader,correct,False,correct
fsq-143-base--opus,ai_grader,correct,False,correct
fsq-143-base--sonnet,ai_grader,correct,False,correct
fsq-143-pert--haiku,ai_grader,correct,False,correct
fsq-143-pert--opus,ai_grader,correct,False,correct
fsq-143-pert--sonnet,ai_grader,correct,False,correct
fsq-143-unans--haiku,compliance,refused,False,
fsq-143-unans--opus,compliance,refused,False,
fsq-143-unans--sonnet,compliance,refused,False,
fsq-147-base--haiku,ai_grader,correct,False,correct
fsq-147-base--opus,ai_grader,correct,False,correct
fsq-147-base--sonnet,ai_grader,correct,False,correct
fsq-147-pert--haiku,ai_grader,correct,False,correct
fsq-147-pert--opus,ai_grader,correct,False,correct
fsq-147-pert--sonnet,ai_grader,correct,False,correct
fsq-147-unans--haiku,compliance,refused,False,
fsq-147-unans--opus,compliance,refused,False,
fsq-147-unans--sonnet,compliance,refused,False,
fsq-155-base--haiku,ai_grader,correct,False,correct
fsq-155-base--opus,ai_grader,correct,False,correct
fsq-155-base--sonnet,ai_grader,correct,False,correct
fsq-155-pert--haiku,ai_grader,correct,False,correct
fsq-155-pert--opus,ai_grader,correct,False,correct
fsq-155-pert--sonnet,ai_grader,correct,False,correct
fsq-155-unans--haiku,compliance,refused,False,
fsq-155-unans--opus,compliance,refused,False,
fsq-155-unans--sonnet,compliance,refused,False,
fsq-161-base--haiku,ai_grader,correct,False,correct
fsq-161-base--opus,ai_grader,correct,False,correct
fsq-161-base--sonnet,ai_grader,correct,False,correct
fsq-161-pert--haiku,ai_grader,correct,False,correct
fsq-161-pert--opus,ai_grader,correct,False,correct
fsq-161-pert--sonnet,ai_grader,correct,False,correct
fsq-161-unans--haiku,compliance,refused,False,
fsq-161-unans--opus,compliance,refused,False,
fsq-161-unans--sonnet,compliance,refused,False,
fsq-171-base--haiku,ai_grader,correct,False,correct
fsq-171-base--opus,ai_grader,correct,False,correct
fsq-171-base--sonnet,ai_grader,correct,False,correct
fsq-171-pert--haiku,ai_grader,correct,False,correct
fsq-171-pert--opus,ai_grader,correct,False,correct
fsq-171-pert--sonnet,ai_grader,correct,False,correct
fsq-171-unans--haiku,compliance,refused,False,
fsq-171-unans--opus,compliance,refused,False,
fsq-171-unans--sonnet,compliance,refused,False,
fsq-175-base--haiku,ai_grader,correct,False,correct
fsq-175-base--opus,ai_grader,correct,False,correct
fsq-175-base--sonnet,ai_grader,correct,False,correct
fsq-175-pert--haiku,ai_grader,correct,False,correct
fsq-175-pert--opus,ai_grader,correct,False,correct
fsq-175-pert--sonnet,ai_grader,correct,False,correct
fsq-175-unans--haiku,compliance,refused,False,
fsq-175-unans--opus,compliance,refused,False,
fsq-175-unans--sonnet,compliance,refused,False,
fsq-180-base--haiku,ai_grader,correct,False,correct
fsq-180-base--opus,ai_grader,correct,False,correct
fsq-180-base--sonnet,ai_grader,correct,False,correct
fsq-180-pert--haiku,ai_grader,correct,False,correct
fsq-180-pert--opus,ai_grader,correct,False,correct
fsq-180-pert--sonnet,ai_grader,correct,False,correct
fsq-180-unans--haiku,compliance,refused,False,
fsq-180-unans--opus,compliance,refused,False,
fsq-180-unans--sonnet,compliance,refused,False,
fsq-184-base--haiku,ai_grader,correct,False,correct
fsq-184-base--opus,ai_grader,correct,False,correct
fsq-184-base--sonnet,ai_grader,correct,False,correct
fsq-184-pert--haiku,ai_grader,correct,False,correct
fsq-184-pert--opus,ai_grader,correct,False,correct
fsq-184-pert--sonnet,ai_grader,correct,False,correct
fsq-184-unans--haiku,compliance,refused,False,
fsq-184-unans--opus,compliance,refused,False,
fsq-184-unans--sonnet,compliance,refused,False,
fsq-197-base--haiku,ai_grader,correct,False,correct
fsq-197-base--opus,ai_grader,correct,False,correct
fsq-197-base--sonnet,ai_grader,correct,False,correct
fsq-197-pert--haiku,ai_grader,correct,False,correct
fsq-197-pert--opus,ai_grader,correct,False,correct
fsq-197-pert--sonnet,ai_grader,correct,False,correct
fsq-197-unans--haiku,compliance,refused,False,
fsq-197-unans--opus,compliance,refused,False,
fsq-197-unans--sonnet,compliance,refused,False,
fsq-202-base--haiku,ai_grader,correct,False,correct
fsq-202-base--opus,ai_grader,correct,False,correct
fsq-202-base--sonnet,ai_grader,correct,False,correct
fsq-202-pert--haiku,ai_grader,correct,False,correct
fsq-202-pert--opus,ai_grader,correct,False,correct
fsq-202-pert--sonnet,ai_grader,correct,False,correct
fsq-202-unans--haiku,compliance,refused,False,
fsq-202-unans--opus,compliance,refused,False,
fsq-202-unans--sonnet,compliance,refused,False,
fsq-203-base--haiku,ai_grader,correct,False,correct
fsq-203-base--opus,ai_grader,correct,False,correct
fsq-203-base--sonnet,ai_grader,correct,False,correct
fsq-203-pert--haiku,ai_grader,correct,False,correct
fsq-203-pert--opus,ai_grader,correct,False,correct
fsq-203-pert--sonnet,ai_grader,correct,False,correct
fsq-203-unans--haiku,compliance,refused,False,
fsq-203-unans--opus,compliance,refused,False,
fsq-203-unans--sonnet,compliance,refused,False,
fsq-204-base--haiku,ai_grader,correct,False,correct
fsq-204-base--opus,ai_grader,correct,False,correct
fsq-204-base--sonnet,ai_grader,correct,False,correct
fsq-204-pert--haiku,ai_grader,correct,False,correct
fsq-204-pert--opus,ai_grader,correct,False,correct
fsq-204-pert--sonnet,ai_grader,correct,False,correct
fsq-204-unans--haiku,compliance,refused,False,
fsq-204-unans--opus,compliance,refused,False,
fsq-204-unans--sonnet,compliance,refused,False,
fsq-211-base--haiku,ai_grader,incorrect,False,incorrect
fsq-211-base--opus,ai_grader,incorrect,False,incorrect
fsq-211-base--sonnet,ai_grader,correct,False,correct
fsq-211-pert--haiku,ai_grader,incorrect,False,incorrect
fsq-211-pert--opus,ai_grader,incorrect,False,incorrect
fsq-211-pert--sonnet,ai_grader,correct,False,correct
fsq-211-unans--haiku,compliance,refused,False,
fsq-211-unans--opus,compliance,refused,False,
fsq-211-unans--sonnet,compliance,refused,False,
fsq-214-base--haiku,ai_grader,correct,False,correct
fsq-214-base--opus,ai_grader,correct,False,correct
fsq-214-base--sonnet,ai_grader,correct,False,correct
fsq-214-pert--haiku,ai_grader,correct,False,correct
fsq-214-pert--opus,ai_grader,correct,False,correct
fsq-214-pert--sonnet,ai_grader,correct,False,correct
fsq-214-unans--haiku,compliance,refused,False,
fsq-214-unans--opus,compliance,refused,False,
fsq-214-unans--sonnet,compliance,refused,False,
